"","siteid_07","sampling_event","visit_no","day","month","year","lat","lon","state","EPA_reg","ECO9","HUC2","HUC8","lake_origin","area_km2","perim_km","elevation_m","depthmax_m","SLD","WGT","secchi_m","clear_to_bottom","basinarea_km2","pct_forest","pct_agric","chla_ugL","color_PCU","NTL_ugL","PTL_ugL","NA_mgL","DOC_mgL","cond_uScm","turb_NTU","nutrient_color","siteid_12","UID","WALA_ratio","site_id","sampled_depthmax_m","resampled","Julian.day","precip_5","avgtemp_5","mintemp_5","maxtemp_5","precip_4","avgtemp_4","mintemp_4","maxtemp_4","precip_3","avgtemp_3","mintemp_3","maxtemp_3","precip_2","avgtemp_2","mintemp_2","maxtemp_2","precip_1","avgtemp_1","mintemp_1","maxtemp_1","RelO207","VolT07","SedArea","VoltoSedArea","HypoThick","hypox07","anox07"
"175","NLA06608-0086","NLA06608-0086-2007-1",1,2,8,2007,45.61657075,-122.4260347,"WA","region_10","WMT",17,17080001,"natural",1.013087296,8.99529581,55.6,14.2,2.52108264625013,8.741017273,2.07,0,153.7658083,35.5,21.9,18.24,8,288,20,4.327,2.56,110,4.01,"blue","NLA12_WA-107",NA,151.779426024902,"NLA06608-0086",13.7,1,214,55.76824,11.9577777777778,5.56222222222222,18.3211111111111,38.9593666666667,13.5648148148148,6.83425925925926,20.2689814814815,34.7133333333333,15.5,8.50864197530864,22.4722222222222,33.7058,17.3166666666667,10.3240740740741,24.2805555555556,26.3144,19.8777777777778,12.3925925925926,27.3111111111111,97.6961394395779,11.8058236542418,175421.086073949,1.89944731431686,5.7,"1","1"
"182","NLA06608-0090","NLA06608-0090-2007-1",1,26,6,2007,42.93075473,-109.6534609,"WY","region_8","WMT",14,14040102,"natural",0.085285109,1.385546689,2812,7.8,1.33838058637187,299.2804077,4.15,0,1.401571063,31.3,0,4.357,21,253,11,1.62,5.46,34.4,1.45,"brown",NA,NA,16.4339481936993,"NLA06608-0090",7.2,0,177,34.2273466666667,5.59666666666667,-1.69481481481482,12.897037037037,37.2385166666667,8.14953703703704,0.513888888888889,15.7861111111111,38.0012222222222,9.98703703703704,2.13086419753086,17.8259259259259,41.4951333333333,12.7,4.44351851851852,20.9277777777778,31.0218666666667,15.3777777777778,6.67037037037037,24.0777777777778,45.5831409957665,6.39722222222222,2371.29167344446,0.399618626773886,1.2,"0","0"
"187","NLA06608-0099","NLA06608-0099-2007-1",1,3,7,2007,43.09951588,-88.45255303,"WI","region_5","TPL",7,7090001,"natural",3.147521338,11.02083828,262.37,18.8,1.75236817008784,7.527925891,1.95,0,230.9719441,23.9,47,4.6,9,601,6,19.2,5.69,557.8,4.98,"blue","NLA12_WI-102",NA,73.3821694269321,"NLA06608-0099",18.5,1,184,59.8153066666667,7.02481481481481,0.757037037037037,13.3025925925926,66.4718,11.0703703703704,4.50648148148148,17.6467592592593,69.0259111111111,14.0765432098765,7.27283950617284,20.8944444444444,71.8058,17.5111111111111,10.5,24.5194444444444,76.1238,19.5333333333333,12.6055555555556,26.4555555555556,34.9934680145746,8.43872592592593,517394.632473456,2.49957310269911,7.5,"1","1"
"192","NLA06608-0102","NLA06608-0102-2007-1",1,3,8,2007,44.50713663,-70.72328312,"ME","region_1","NAP",1,1040002,"natural",0.515524684,3.989089402,330.37,36.3,1.5672710274337,61.84915074,4.37,0,9.556730331,87,0.4,1.2,16,137,1,0.824,3.67,20.01,0.515,"blue","NLA12_ME-106",NA,18.5378714688277,"NLA06608-0102",32,1,215,103.527013333333,9.51222222222222,3.35666666666667,15.6544444444444,100.643266666667,12.4921296296296,6.24444444444444,18.7138888888889,83.9554666666667,15.291975308642,8.81049382716049,21.7543209876543,85.5472,17.237962962963,10.937962962963,23.5092592592593,91.8972,18.05,11.9388888888889,24.1111111111111,6.96025195501705,5.52289536,315631.517269069,8.30745344838523,25,"0","0"
"204","NLA06608-0111","NLA06608-0111-2007-1",1,1,8,2007,41.13540548,-81.13692241,"OH","region_5","NAP",5,5030103,"man-made",10.64647066,64.75594294,286.66,12.8,5.59850240242664,20.27708552,1.68,0,206.2054153,45.2,32.2,3.256,8,343,6,27.6,3.79,395.2,3.45,"blue",NA,NA,19.3684293964888,"NLA06608-0111",12,0,213,78.2133733333333,15.5548148148148,9.03555555555556,22.0525925925926,72.3349666666667,17.7282407407407,11.0180555555556,24.4240740740741,69.0654222222222,20.3135802469136,13.287037037037,27.320987654321,82.7616666666667,21.4851851851852,14.7324074074074,28.2111111111111,93.726,21.5259259259259,15.0388888888889,28.0111111111111,93.1201700796287,12.3662962962963,665418.553266765,0.999978754700037,3,"1","1"
"206","NLA06608-0113","NLA06608-0113-2007-1",1,16,7,2007,44.71864202,-72.23412171,"VT","region_1","NAP",1,1110000,"natural",0.833522645,4.253680284,396.91,13.1,1.31432028467065,31.82722929,2.3,0,21.98941925,66,19.9,4.688,7,190,9,1.047,3.76,129.7,1.83,"blue","NLA12_VT-102",NA,26.3813099522929,"NLA06608-0113",12.5,1,197,99.6662133333333,6.99,0.731481481481482,13.2422222222222,104.300866666667,10.3208333333333,3.98101851851852,16.6527777777778,101.139977777778,13.5555555555556,6.97222222222222,20.1179012345679,101.506866666667,16.1740740740741,9.5037037037037,22.8166666666667,119.955733333333,17.6703703703704,11.3592592592593,23.9518518518519,90.0769657595115,7.56559766763848,65367.4147908248,1.16632328467172,3.5,"1","1"
"208","NLA06608-0115","NLA06608-0115-2007-1",1,18,7,2007,44.32355428,-89.19099056,"WI","region_5","UMW",4,4030202,"natural",0.067371558,0.987715321,271.25,17,1.07346666610281,724.8867084,2.6,0,0.186886143,61,0,1.352,2,540,5,1.803,2.65,324.2,0.616,"blue","NLA12_WI-110",NA,2.77396201821546,"NLA06608-0115",16.5,1,199,64.7683066666667,10.2359259259259,3.78481481481481,16.6914814814815,68.91655,13.4939814814815,6.80509259259259,20.1884259259259,71.4812444444444,16.5487654320988,9.66172839506173,23.4314814814815,74.5998,18.9555555555556,12.0277777777778,25.8666666666667,77.0128,20.2555555555556,13.4111111111111,27.0666666666667,42.9217201689336,9.05273763484633,17992.2691703607,2.81551785009451,8.5,"1","1"
"215","NLA06608-0126","NLA06608-0126-2007-1",1,21,6,2007,47.19305824,-99.32424356,"ND","region_8","NPL",10,10160002,"natural",0.115350092,1.474450014,569.53,2.5,1.22466173761241,81.78952116,0.17,0,1.156124467,1.9,75.8,228.24,45,5728,502,156.1,31.03,1482,46.8,"murky",NA,NA,10.0227442124624,"NLA06608-0126",2.5,0,172,57.8239466666667,3.22814814814815,-3.01666666666667,9.48703703703704,69.2128833333333,7.16018518518519,0.680555555555556,13.6435185185185,80.9780222222222,10.5117283950617,3.79876543209877,17.2111111111111,106.4387,13.9509259259259,7.20740740740741,20.687037037037,106.299,16.9166666666667,10.2777777777778,23.5555555555556,15.0763001416162,19.2,4614.39636237176,0.166652483432974,0.5,"0","0"
"222","NLA06608-0129","NLA06608-0129-2007-1",1,21,7,2007,48.21240982,-114.5994561,"MT","region_8","WMT",17,17010208,"natural",11.38974069,25.75629963,1203,60.3,2.15288889897701,8.362490243,9.11,0,86.04145348,62.8,0,0.358,0,139,4,2.111,2.6,248.8,3.09,"blue",NA,NA,7.5542943269589,"NLA06608-0129",50,0,202,51.64328,10.2307407407407,3.02703703703704,17.412962962963,56.8028666666667,12.3777777777778,4.96712962962963,19.7541666666667,62.0663111111111,14.9543209876543,7.26481481481482,22.5932098765432,49.3522,17.6777777777778,9.65833333333333,25.6416666666667,30.6832,20.8444444444444,12.3,29.3333333333333,25.0008845555797,6.52303713501668,6239172.05142881,12.329083205593,37,"0","0"
"228","NLA06608-0134","NLA06608-0134-2007-1",1,24,7,2007,41.88000298,-73.04056323,"CT","region_1","NAP",1,1080207,"natural",0.999845728,5.007655389,285.96,19.8,1.41274248174257,19.57749882,7.6,0,2.959068286,52.8,1.2,1.576,0,156,4,3.731,2.21,57.55,0.468,"blue","NLA12_CT-102",NA,2.95952485781887,"NLA06608-0134",19.5,1,205,120.331653333333,12.1203703703704,5.84074074074074,18.3885185185185,119.8753,14.9384259259259,8.60462962962963,21.2699074074074,91.9734,17.8469135802469,11.3246913580247,24.3691358024691,99.9236,19.7888888888889,13.5333333333333,26.0444444444444,118.364,21.1333333333333,15.1555555555556,27.1111111111111,58.2357617079794,7.16276816608997,190090.718083764,2.83164225071685,8.5,"1","1"
"237","NLA06608-0142","NLA06608-0142-2007-1",1,13,8,2007,45.99791162,-89.54369029,"WI","region_5","UMW",7,7070001,"natural",1.308236981,8.157706901,497.98,16.8,2.01196283739035,64.99603437,4.7,0,68.55855434,54.5,0.1,1.364,9,293,7,1.767,3.84,101.8,0.622,"blue","NLA12_WI-104",NA,52.4053022011308,"NLA06608-0142",16,1,225,78.6976666666667,14.3918518518519,7.78407407407407,20.9992592592593,83.2273333333333,17.0592592592593,10.3064814814815,23.8046296296296,89.3797777777778,19.2364197530864,12.4641975308642,25.9895061728395,98.6028,20.3157407407407,13.6740740740741,26.9287037037037,120.429866666667,20.5685185185185,14.1518518518519,26.9537037037037,98.4260925502841,10.3176,127796.781550444,1.66615460532748,5,"1","1"
"242","NLA06608-0149","NLA06608-0149-2007-1",1,18,7,2007,41.63340269,-76.84081042,"PA","region_3","NAP",2,2050106,"natural",0.139443979,1.606338683,451.56,10.4,1.21347910489633,57.57528924,2.3,0,1.62254867,48.9,30.7,4.18,5,220,12,4.745,3.49,118,1.12,"blue",NA,NA,11.6358460339116,"NLA06608-0149",10,0,199,86.1855866666667,11.2588888888889,4.65148148148148,17.8696296296296,86.0149833333333,14.124537037037,7.29583333333333,20.962037037037,79.1266444444445,16.9648148148148,9.79506172839506,24.1413580246914,82.8548,19.2,12.0222222222222,26.3777777777778,89.408,20.2222222222222,13.3777777777778,27.0666666666667,100,5.975,5584.03881037427,0.665916952396223,2,"1","1"
"243","NLA06608-0150","NLA06608-0150-2007-1",1,2,8,2007,44.84955975,-69.2311707,"ME","region_1","NAP",1,1030003,"natural",18.87921908,46.6742518,60.78,18,3.03026367453289,5.785867077,1.97,0,481.0805497,62.2,11.6,8.224,12,366,16,3.269,4.27,103.7,3.05,"blue","NLA12_ME-109",NA,25.4820153133156,"NLA06608-0150",16.5,1,214,103.527013333333,9.37259259259259,3.22185185185185,15.5103703703704,101.138566666667,12.3694444444444,6.13287037037037,18.5796296296296,83.6901777777778,15.216049382716,8.73148148148148,21.6814814814815,85.0857666666667,17.2157407407407,10.9166666666667,23.4861111111111,91.4061333333333,18.0703703703704,11.9777777777778,24.1111111111111,99.4848681659351,11.4192592592593,624120.552874597,0.999977348916386,3,"1","1"
"270","NLA06608-0177","NLA06608-0177-2007-1",1,22,8,2007,43.89203643,-73.05232335,"VT","region_1","NAP",2,2010002,"man-made",0.411261949,3.479406297,384.73,19,1.53052683454722,86.19350435,2.75,0,1.747456371,75.6,0,3.576,19,177,6,0.635,3.59,56.16,1.28,"blue","NLA12_VT-104",NA,4.24901057646838,"NLA06608-0177",18,1,234,105.677546666667,12.8848148148148,6.53074074074074,19.227037037037,101.324833333333,15.5337962962963,8.91898148148148,22.1226851851852,105.838977777778,17.308024691358,10.8104938271605,23.7820987654321,115.895966666667,18.0009259259259,11.6787037037037,24.2944444444444,98.0270666666667,18.1111111111111,11.6222222222222,24.5851851851852,36.46637304713,7.2415,127089.682868133,3.32921596372084,10,"1","1"
"278","NLA06608-0183","NLA06608-0183-2007-1",1,25,7,2007,45.32624711,-92.42496232,"WI","region_5","UMW",7,7030005,"natural",5.775641342,22.08690702,310.94,9,2.59256624765588,7.527925891,1.1,0,282.2211557,32.6,46.6,30.096,8,907,68,5.282,3.73,244.7,7.83,"green","NLA12_WI-108",NA,48.8640376000688,"NLA06608-0183",9,1,206,67.0797066666667,11.7344444444444,5.19777777777778,18.272962962963,70.0574333333333,14.625,7.87777777777778,21.374537037037,72.6270666666667,17.7024691358025,10.7765432098765,24.6154320987654,75.9036666666667,19.6296296296296,12.7407407407407,26.4953703703704,77.4276666666667,20.5925925925926,13.787037037037,27.3518518518519,60.0082904006225,23.0907407407407,2567008.25560046,1.99995594245185,6,"1","1"
"282","NLA06608-0189","NLA06608-0189-2007-1",1,11,6,2007,40.02942387,-80.57939847,"WV","region_3","SAP",5,5030106,"man-made",0.143970978,2.866744638,264.46,4.5,2.13130988615732,16.30617827,0.38,0,74.34492021,60.4,30.3,32.256,11,871,77,13,3.81,396.7,20.2,"green",NA,NA,516.388241871914,"NLA06608-0189",4.5,0,162,84.4566933333333,8.12111111111111,1.7,14.5525925925926,85.8647,10.2407407407407,3.45092592592593,17.0384259259259,88.1069555555555,13.3092592592593,6.26666666666667,20.3598765432099,78.5156333333333,15.5916666666667,8.35555555555556,22.8564814814815,65.9976666666666,18.45,10.8666666666667,26.0685185185185,22.3322773270322,9.62296296296296,16000.3092347256,0.499889567715835,1.5,"0","0"
"301","NLA06608-0209","NLA06608-0209-2007-1",1,19,7,2007,47.57601003,-122.0836788,"WA","region_10","WMT",17,17110012,"natural",19.34331091,31.37929103,9.1,27.6,2.01267099942481,2.337088279,7.1,0,257.8505715,52.2,2.2,2.408,5,205,4,4.443,2.65,107.9,0.597,"blue",NA,NA,13.3302190457321,"NLA06608-0209",27.1,0,200,64.85636,10.4174074074074,4.35074074074074,16.4544444444444,48.9077,11.9481481481481,5.48425925925926,18.3847222222222,38.3427111111111,13.7518518518518,6.96666666666667,20.5191358024691,36.4744,15.562962962963,8.7,22.4083333333333,32.6982666666667,17.8962962962963,10.8037037037037,24.9537037037037,71.2071292568112,8.7799522003476,3856460.34928971,4.03309281238196,12.1,"1","0"
"311","NLA06608-0219","NLA06608-0219-2007-1",1,1,8,2007,41.40043649,-85.37102925,"IN","region_5","UMW",4,4050001,"natural",0.470075084,3.535507751,284.71,9.8,1.45466585718875,10.83110054,0.35,0,36.16669031,13,76.8,55.584,31,1826,36,8.209,10.91,383.9,22.1,"murky","NLA12_IN-103",NA,76.938113805666,"NLA06608-0219",9.3,1,213,80.5264666666667,16.5625925925926,10.0603703703704,23.0662962962963,77.7917333333333,18.5865740740741,11.9740740740741,25.212037037037,70.6176444444444,21.2487654320988,14.5043209876543,27.991975308642,82.4060666666667,22.2638888888889,15.712037037037,28.787962962963,81.6864,22.2574074074074,15.7574074074074,28.7055555555556,99.4779576380383,10.8706124606951,59204.4970117083,1.09968222260453,3.3,"1","1"
"325","NLA06608-0225","NLA06608-0225-2007-1",1,11,7,2007,47.48039976,-112.5389845,"MT","region_8","NPL",10,10030104,"man-made",2.056045623,9.382508364,1355,17.3,1.84585530723279,2.212647044,4.3,0,9.120080836,0.1,0.1,0.872,2,178,8,5.085,3,345.9,0.788,"blue",NA,NA,4.4357385526751,"NLA06608-0225",16.7,0,192,52.6423466666667,8.33074074074074,1.3862962962963,15.2537037037037,57.5013666666667,10.7851851851852,3.55509259259259,17.9902777777778,64.7474222222222,12.9543209876543,5.53641975308642,20.3277777777778,62.9835333333333,15.7148148148148,7.98240740740741,23.3916666666667,41.3512,18.5111111111111,10.4111111111111,26.5555555555556,84.0065527739395,11.8823538078545,53755.1215541957,0.899808299252377,2.7,"1","1"
"334","NLA06608-0234","NLA06608-0234-2007-1",1,23,8,2007,43.21855689,-85.46799659,"MI","region_5","UMW",4,4050006,"natural",0.205902443,1.989711299,224.37,6.8,1.23695637852745,81.58117426,3.3,0,5.512398441,38.6,34.6,4.776,9,584,14,17.75,6.21,271.5,1.23,"blue","NLA12_MI-101",NA,26.7718943043332,"NLA06608-0234",6,1,235,69.7704133333333,15.2711111111111,8.52555555555556,21.9925925925926,68.6816,17.8898148148148,10.9347222222222,24.8287037037037,71.0438,19.5691358024691,12.662962962963,26.4413580246914,73.5711,20.1203703703704,13.4055555555556,26.8009259259259,92.1258,20.3407407407407,13.8777777777778,26.7907407407407,56.6123810198131,21.2103703703704,51489.7459761714,0.999725474928971,3,"1","1"
"337","NLA06608-0235","NLA06608-0235-2007-1",1,16,7,2007,41.3229061,-85.75477789,"IN","region_5","UMW",5,5120106,"natural",3.231371464,13.88576227,250.67,33,2.17907084943948,2.451426407,1.65,0,296.9051508,15.1,64.5,7.8,11,626,8,9.044,7.8,443.2,3.22,"blue","NLA12_IN-110",NA,91.8820860144849,"NLA06608-0235",30,1,197,79.03972,13.8777777777778,7.52962962962963,20.2311111111111,79.14005,16.7527777777778,10.1981481481481,23.3222222222222,72.6214222222222,19.3074074074074,12.5969135802469,26.0351851851852,73.4991333333333,21.4833333333333,14.7722222222222,28.1925925925926,81.8218666666667,22.2185185185185,15.6666666666667,28.7407407407407,52.0902180463465,7.3587986586966,1296705.9318229,6.33056433332264,19,"1","1"
"342","NLA06608-0238","NLA06608-0238-2007-1",1,11,7,2007,46.57881675,-94.17531685,"MN","region_5","UMW",7,7010105,"natural",33.75871224,38.39378101,367.79,28,1.86407342746323,116.1182748,3.9,0,83.04795387,26.4,1.3,2.976,0,265,7,4.05,3.17,224.1,1.04,"blue",NA,NA,2.460045077537,"NLA06608-0238",26,0,192,64.8275733333333,8.00703703703704,1.81740740740741,14.2188888888889,71.17715,11.9393518518519,5.51805555555556,18.3884259259259,75.7851333333333,15.270987654321,8.6537037037037,21.9179012345679,80.0227,18.4064814814815,11.8083333333333,25.0324074074074,77.8002,20.2481481481481,13.7574074074074,26.7740740740741,68.0537753461922,6.9893313298272,6042799.7986327,3.66655133949491,11,"1","0"
"344","NLA06608-0240","NLA06608-0240-2007-1",1,25,7,2007,48.47756954,-107.5902123,"MT","region_8","NPL",10,10050004,"man-made",16.65988717,51.9298439,677.97,10.2,3.58902147710195,1.69454268,3.05,0,88.49051562,0,3.1,2.104,7,396,14,48.18,5.02,552.7,1.52,"blue","NLA12_MT-109",NA,5.31159153222524,"NLA06608-0240",9.7,1,206,51.2436533333333,10.9907407407407,3.68333333333333,18.2766666666667,56.5234666666667,13.0148148148148,5.53194444444444,20.4597222222222,60.9938666666667,15.7543209876543,7.95617283950617,23.4993827160494,43.8996666666667,18.462962962963,10.3287037037037,26.5416666666667,26.416,21.7777777777778,13.0555555555556,30.4444444444444,69.3927243191608,20.3,86761.7933162896,0.2333312633717,0.699999999999999,"1","0"
