"","NLA_ID","lMeanDepth","lShorelineDevelopment","lMinorAxisLength","lFetch","MaxDepth"
"55","NLA06608-0086",5.36670835667525,1.6274105214246,25006.8745074324,14817.7283455016,16.075
"56","NLA06608-0089",3.81151179187473,1.89217131323021,96569.6262811722,66225.4342183063,11.0666666666667
"57","NLA06608-0090",2.63243219101371,1.21554782432969,1848.3336186247,1465.98804407963,7.06666666666667
"58","NLA06608-0091",1.40698379214927,1.62018284376736,8544.03574144094,4853.25565548888,3.7
"59","NLA06608-0099",5.68430491072326,2.35683769939381,6946.8719065309,11912.7719744859,19.3
"60","NLA06608-0101",3.77538390838346,1.35594716225572,3876.68792891503,2110.46075650118,9.45
"61","NLA06608-0102",11.8021371589152,1.34430528398011,4756.9548056686,3147.74411893629,34.4
"62","NLA06608-0104",0.625265310276995,1.31185361038744,2742.61979535733,1451.48335956253,1.625
"63","NLA06608-0105",1.12540922956236,2.25518992611602,121806.533405407,77147.9587498323,3.46666666666667
"64","NLA06608-0107",1.70280868302037,1.36653939261702,1176.97763919215,857.517277149953,4
"65","NLA06608-0110",4.2128596350405,1.94719047070044,5949.47825551851,4114.89478436392,12.2
"66","NLA06608-0111",4.01733240536617,1.83742503522427,22537.2524424096,13105.2657354235,12.8
"67","NLA06608-0112",2.99795423471469,1.54536328870458,15026.8135839365,9150.41486521774,9
"68","NLA06608-0113",4.31641301562299,1.253638399656,8574.18078249048,5416.34240253591,12.3
"69","NLA06608-0115",6.29163454694735,1.12855471866448,702.431581198972,507.983953795023,16.25
"70","NLA06608-0116",8.42741413674963,2.24323049538013,353670.65219715,149447.27472271,25.8
"71","NLA06608-0120",6.05795149634558,2.71538447555623,577735.275003227,786714.149215688,17.6333333333333
"72","NLA06608-0124",0.390610396445483,1.34516969560819,3218.12790931468,1961.21706841105,1.1
"73","NLA06608-0126",0.939595665317093,1.31541375204985,1805.18956797089,1206.48306576852,2.36666666666667
"74","NLA06608-0127",1.94620469499876,1.38201992297777,7285.18197399191,5542.20524818113,5.2
"75","NLA06608-0128",0.71852123106183,1.4506383530177,12104.8559413878,9429.22915116921,1.93333333333333
"76","NLA06608-0129",16.6095978595223,1.41577142281702,29861.7824137956,14471.6944511309,44.25
"77","NLA06608-0130",3.53168284467847,1.40178422123279,4411.70780175975,4216.63033533736,9.7
"78","NLA06608-0132",2.01990477971882,1.59057776574208,4634.44901924226,3580.56381144148,6
"79","NLA06608-0134",7.23449481218076,1.28977017668168,2866.91697649595,1758.9337471201,19.65
"80","NLA06608-0137",12.3141336486274,1.54993547910709,30225.8737319462,12067.3441768201,34.2
"81","NLA06608-0139",2.58777834386805,1.735966597578,15287.5433267403,10576.3560197309,7.9
"82","NLA06608-0140",0.510740174108778,1.29659190587969,2496.13196569757,6125.31466485256,1.35
"83","NLA06608-0141",0.482700833427444,1.45649300477186,7362.55318463627,6644.12197247284,1.33333333333333
"84","NLA06608-0142",4.97531118778798,1.99599937387204,14994.5478363198,11168.6685265146,15.9
"85","NLA06608-0144",4.42892619872658,1.59590693374804,44667.1556224591,31991.2346346287,12.15
"86","NLA06608-0148",2.61829993604516,1.35418305477081,4942.42955426507,3497.24387932241,7.3
"87","NLA06608-0149",4.71363753354179,1.39354755213371,2304.88760522944,1169.55896913487,10.4
"88","NLA06608-0150",5.45336378248397,2.46917773806555,12783.4427148007,24052.9417385545,17
"89","NLA06608-0152",3.24202747820598,1.38525946900198,19697.1580593771,12829.9056135249,8.7
"90","NLA06608-0153",1.2299957353438,1.4728432935801,11569.8183357591,6662.12561362784,3.4
"91","NLA06608-0155",2.66172069617379,1.78382707143891,13689.0686289406,7912.97974589757,7.8
"92","NLA06608-0158",2.91197477284685,1.87932811820472,10338.236790437,4218.37295624708,8.5
"93","NLA06608-0161",1.26835149855697,2.35233464803463,19590.1296897023,20293.0164901184,3.8
"94","NLA06608-0162",0.78093036760818,1.38882311450583,4567.82550660294,2896.97776732841,2
"95","NLA06608-0167",0.382344376336077,1.29306115594958,2672.44263817225,1755.8647297632,1.05
"96","NLA06608-0168",1.42522537159915,1.47858451571723,4276.66515546019,2522.0110957924,4.1
"97","NLA06608-0169",3.70063329759775,1.47680620851906,17113.800034355,11227.5379524283,9.2
"98","NLA06608-0170",1.1720976248575,1.36587103864172,4461.83882503598,2650.32086409143,3.4
"99","NLA06608-0173",0.879628404437808,1.43445444107841,3619.49221798072,3575.04165069085,2.5
"100","NLA06608-0174",5.03798484637645,1.37653853349217,3006.55455143558,1656.56003894287,13.5666666666667
"101","NLA06608-0175",2.29070214190346,1.63171942328334,6933.95517737893,3466.5786616477,6.6
"102","NLA06608-0176",0.752256669180608,2.01809388758452,22685.8417309494,12286.2320377757,2.2
"103","NLA06608-0177",6.93781666176766,1.44367994207648,1940.90550122634,1127.43821942975,18.25
"104","NLA06608-0179",0.713559781000234,1.77550155675109,9197.73040861178,6055.23095552908,1.8
"105","NLA06608-0180",1.68236786187913,1.75629279895216,19284.8110049389,9146.85569771006,4.3
"106","NLA06608-0181",10.3395158224566,1.68303630145722,4852.81229868343,3706.47055890848,34.25
"107","NLA06608-0183",2.60322169520346,2.16488062836771,26641.1537903281,16457.3140634935,8.85
"108","NLA06608-0184",0.756250292821398,1.35621046535139,4920.40534960429,3723.79284901647,2
"109","NLA06608-0185",0.912186964775279,1.51830481999594,10475.5852440863,8067.47833973685,2.5
"110","NLA06608-0189",1.47641166913771,1.45691813525541,13205.3284887248,10448.081153172,3.96666666666667
"111","NLA06608-0190",2.32471538250071,1.59456383376889,2531.53390716581,1340.56938761439,6.2
"112","NLA06608-0191",15.5817912356385,1.69401358940965,21062.1984900721,14855.0983770625,43
"113","NLA06608-0193",0.656692664427629,1.96642687367421,89570.750541605,47871.8551017541,2
"114","NLA06608-0195",0.681107017811181,1.58412496590892,1642.60740020172,815.059937802366,1.9
"115","NLA06608-0196",2.21461940229674,1.56082419685895,4375.49636885727,2602.70120409876,6.7
"116","NLA06608-0198",2.47906086679557,1.61406985494421,9127.66949760025,7242.66538638861,7.2
"117","NLA06608-0201",6.45126886847853,1.38885166833216,17525.6633568779,12131.2419264796,18.65
"118","NLA06608-0203",14.3494598025647,1.93551906378056,28637.7653620243,18113.9989764715,49
"119","NLA06608-0204",1.08576887425522,1.36316118126411,8660.9250301481,4904.19147876705,2.6
"120","NLA06608-0207",1.39546301777297,1.18179094040934,1103.2596671867,642.187630623791,3.66666666666667
"121","NLA06608-0208",0.752493292120274,1.24246127216444,1844.87971023811,1193.11170921984,1.95
"122","NLA06608-0209",10.166497304867,1.83664323505157,21597.3476490794,13038.930724832,26.8666666666667
"123","NLA06608-0211",0.504099778130176,1.76343251371233,6268.70974236778,4093.87108368357,1.4
"124","NLA06608-0212",2.92903680511747,1.90901977098765,63793.7609024185,37251.1236146267,9.1
"125","NLA06608-0215",3.05622015307511,1.9826751627292,12448.803721119,19976.2511740089,9.8
"126","NLA06608-0216",0.379724052750626,1.209607980633,6967.6689920368,4462.17272787835,1.05
"127","NLA06608-0217",2.28108620561455,1.49044446208444,7169.96342600628,3477.10710567459,5
"128","NLA06608-0219",3.32285466165594,1.81179457896025,11126.3804680451,9860.17765511809,9.15
"129","NLA06608-0220",0.634006646164281,1.56221865915323,5132.96011966449,4477.51220858685,1.85
"130","NLA06608-0221",0.739519648633842,1.41836112229972,5906.81388635494,4356.65752101501,1.95
"131","NLA06608-0222",1.35485485339206,1.45755587081426,6389.49603585447,3881.45935586922,3.5
"132","NLA06608-0223",1.38109648651973,1.33019049286372,7460.18901735556,4676.27402971411,3.46666666666667
"133","NLA06608-0224",3.17258220721002,1.25804994302508,2707.86004694841,2209.86511641505,8.2
"134","NLA06608-0225",6.16136038444303,1.4794357947811,4137.92900163431,4094.33075100375,16.7
"135","NLA06608-0226",1.30548603243959,1.34543543837988,725.582585008008,469.506223677724,2.9
"136","NLA06608-0228",1.98503076948293,1.45649991947349,6438.19837845634,3330.12591678595,4.83333333333333
"137","NLA06608-0229",1.95740403474878,2.85086593854585,48388.2209919822,34103.2198960373,6.55
"138","NLA06608-0234",2.13019461344904,1.44646299948178,5353.96971764232,3084.05748666941,6.03333333333333
"139","NLA06608-0235",11.0801865878808,2.19076387259825,30858.1895166313,25522.0016212556,34.25
"140","NLA06608-0237",0.642136301880405,3.90730346370462,30255.3205191139,14577.0982301478,2.03333333333333
"141","NLA06608-0238",8.86475564826043,1.8040924935291,18606.7872903556,11628.0657886815,28
"142","NLA06608-0239",5.52687526683865,2.44786088622052,335357.652045574,305925.865158798,16.5
"143","NLA06608-0240",3.36768168845643,1.93380806131873,18079.5871954581,15997.9614931102,8.7
"144","NLA06608-0241",1.12660142726614,2.85009672112949,58586.6776289728,108587.332510183,4
"145","NLA06608-0242",1.06969654866411,1.68263454561741,20621.9363236159,13720.5691424225,3
"146","NLA06608-0243",8.02173552764956,2.61742274069963,1379682.26478153,1108174.19353563,23.8333333333333
"147","NLA06608-0244",3.7946430194429,1.92337404325688,120041.410204253,143858.697764336,12.4
"148","NLA06608-0245",3.55335867982953,1.26683361668748,10882.6242408983,7344.56007542179,9.5
"149","NLA06608-0247",1.59751088719834,1.64960154129813,8406.67519021813,4794.13143427213,4.5
"150","NLA06608-0253",0.645000250332916,1.35068363150034,2879.77888520807,1579.54049661851,1.8
"151","NLA06608-0254",1.28728139329669,1.57083712796191,9995.73634177815,5861.96722531508,4
"152","NLA06608-0255",2.09597058303412,1.23471834640064,1908.6519754101,1127.38046972865,5.2
"153","NLA06608-0257",14.3097876648365,2.49756024742043,238409.002948496,150781.695708853,48.8
"154","NLA06608-0259",0.533592395497623,2.52647199500202,23282.5222684154,13806.6618574821,1.7
"155","NLA06608-0260",17.2919151410555,1.86086737579295,25694.9501703034,15249.5029542358,48
"156","NLA06608-0268",2.433663567984,1.40801304796405,13221.586940652,8383.75176647721,6.65
"157","NLA06608-0271",0.507231197407911,1.88180368092134,37824.4902587304,26102.9524601092,1.5
"158","NLA06608-0275",1.00568527471844,2.03779125090824,17911.4930903773,15513.2004802526,2.7
"159","NLA06608-0276",5.09119404442886,1.24858240309444,2828.18377537721,1567.57548745596,13.7
"160","NLA06608-0277",3.26939551088441,3.03776730529225,361876.120671048,225774.216202041,11.55
"161","NLA06608-0279",1.10534550535048,1.43668109781304,6981.78073328883,4376.16764961444,2.6
"162","NLA06608-0280",0.791918511636086,1.40603699657648,1620.74182277763,1204.9312840894,2.25
"163","NLA06608-0281",1.58764816797955,1.59813866495245,12201.4994428699,6855.94811342812,4.2
"164","NLA06608-0283",6.0321572959582,1.9796702560466,433530.897753834,263986.977765315,18.7
"165","NLA06608-0284",0.474134579921887,1.56727081091125,11227.3629579018,7183.27700672971,1.3
"166","NLA06608-0285",0.559113821199343,1.72183109830569,24766.8429608694,14968.9508989644,1.55
"167","NLA06608-0286",5.33154364623477,1.76463441483734,5033.95783994351,3306.70241983411,17.4
"168","NLA06608-0290",0.816650128073135,1.56480182201786,10160.4477736829,5155.34881252353,2.16666666666667
"169","NLA06608-0291",17.3235827423542,2.04782771626386,10916.257590695,29140.0367733603,49
"170","NLA06608-0293",1.93605338187568,1.45054879097072,4862.05368882733,2639.60776895314,5.5
"171","NLA06608-0294",1.87758414053872,1.32333091746011,4331.18775008822,2498.24018945117,5.1
"172","NLA06608-0295",1.93602747748599,1.73595868854102,8894.10196063686,5880.98507372325,5.15
"173","NLA06608-0297",1.01310908637069,1.47389716165641,1299.14677658514,755.607024976694,2.7
"174","NLA06608-0299",7.35675320215444,1.69569601341681,4943.30438990886,5051.54786333128,19.2
"175","NLA06608-0302",1.12840008834687,1.18862582103143,1101.24104633414,850.273613155227,2.5
"176","NLA06608-0303",1.54054264069681,1.36020711657716,9178.79322028163,6823.8829392648,4.35
"177","NLA06608-0306",0.685553706197573,2.1113171739751,62492.5420273264,34895.3093413543,2.1
"178","NLA06608-0312",1.42158355502014,1.4423314210337,4213.29861549728,2050.58305822109,3.5
"179","NLA06608-0313",0.806334201056664,1.4284316085174,7086.83226385958,5931.91536845557,2
"180","NLA06608-0318",1.7063091393207,1.9746747591811,3685.95066284743,2351.44841386067,5.2
"181","NLA06608-0319",1.13432664527784,1.65295032300921,8262.98965087822,5367.35686095061,3
"182","NLA06608-0324",1.84403677532931,1.76847892695141,8967.86976004552,3926.20096724096,5.2
"183","NLA06608-0325",1.45952630914259,1.34989964191734,2474.04755415262,1347.02490193809,3.3
"184","NLA06608-0326",2.13372388389668,1.63536873098283,9652.96490369387,5330.77152966267,6.4
"185","NLA06608-0327",0.70976250896842,1.6404430607391,7765.64842202392,4360.72117059579,2.2
"186","NLA06608-0328",1.43851984198524,1.49807765330692,14166.1099291289,40272.6643878494,3.83333333333333
"187","NLA06608-0330",1.5969803311339,2.01771803571207,103495.192865517,62395.9145017764,5
"188","NLA06608-0332",6.07294636093049,1.9596157424361,30635.6410265102,72704.3818478552,18.8
"189","NLA06608-0333",3.16671909119371,1.42658884022489,5852.21359511391,5345.01377140767,9.1
"190","NLA06608-0334",1.17791083838099,2.04859277911955,41915.563862109,44759.0426518518,3.3
"191","NLA06608-0337",3.27300170354806,1.43100966694969,3641.66619095062,3428.29374208155,8
"192","NLA06608-0339",3.16322178161637,2.12042468695432,3408.9834588065,6866.91692474245,7.8
"193","NLA06608-0340",5.1033354719494,1.70670028704572,12295.1038261321,7539.70841279941,14
"194","NLA06608-0341",3.55382781376405,2.56551985772784,102040.24564187,58775.8455350138,11.5
"195","NLA06608-0343",0.974971741123674,1.72498882203904,8216.22777894628,7180.88348015901,2.55
"196","NLA06608-0344",2.94069446778262,1.49346930543281,24340.8355393973,14929.6864660928,8.2
"197","NLA06608-0345",1.91863664245057,1.43533726392088,2615.73160328485,1628.7279340613,5.3
"198","NLA06608-0350",2.33018962272628,2.27521359534944,7932.75899312976,5316.52679381604,7.2
"199","NLA06608-0354",1.13979822948864,1.19770452294678,1961.91537053652,1307.72511645118,2.9
"200","NLA06608-0356",0.840871299871443,1.58314682534045,12222.8473967394,5944.24735958079,2.4
"201","NLA06608-0357",1.10430451874354,1.90231370578153,3644.85457147273,2316.68946397669,2.9
"202","NLA06608-0358",0.865104301566049,1.40148223398994,4783.56412236774,3014.04787009388,2.445
"203","NLA06608-0359",1.04124814562882,2.42927629321708,85822.5171319098,50795.1472847417,3.7
"204","NLA06608-0361",3.36540407377425,2.0353195207513,182134.040829194,129944.655832385,9.4
"205","NLA06608-0363",3.96564992281699,2.37413451986036,36032.0188534849,25508.2902567595,12.65
"206","NLA06608-0366",5.89453356408081,2.05676792224799,13035.4814748707,9716.86302215253,18
"207","NLA06608-0367",2.09602516307978,1.9129159487136,16808.9782122412,10127.9248213502,6.4
"208","NLA06608-0369",15.7811878225896,1.4457237723433,5986.55049411678,3539.95880729116,43.6
"209","NLA06608-0372",5.28713790832109,1.36533828809906,7955.34125165599,4913.55472580667,13.7
"210","NLA06608-0373",18.2738934017269,1.43628231487204,7855.56664244037,4555.61416091215,46.5
"211","NLA06608-0376",5.27961309882816,1.77766221781239,40390.0217646375,31370.5166643459,14.75
"212","NLA06608-0377",0.774971715664249,1.35831739596659,529.924802993139,262.306530092405,2.1
"213","NLA06608-0378",4.0979271764745,1.6038448150306,8401.78110518156,19740.4336768661,12.2
"214","NLA06608-0384",0.691696725441204,1.75727246914468,1697.3726077298,872.031847459557,1.5
"215","NLA06608-0385",0.856487272453256,1.65067567555459,8995.72944362469,5396.62595866269,2.35
"216","NLA06608-0386",4.57877561790701,1.33479501487025,10948.6738343961,7564.35413756591,12.8
"217","NLA06608-0388",8.41282107432517,1.52033745811669,5169.25104000728,4690.70441045724,23.52
"218","NLA06608-0393",13.9711058507207,1.99010071261175,27566.9234699971,66156.59170297,42.5
"219","NLA06608-0395",4.38982878998684,2.26847398701484,209156.99413464,173291.592990705,12.6
"220","NLA06608-0399",1.33817161319916,1.8608659351761,24275.9512949862,16686.0278730344,3.5
"221","NLA06608-0401",11.9688451052496,1.94669938883802,25167.8377106704,15019.0278871506,40
"222","NLA06608-0402",0.890512344977011,1.25319439149829,1367.12087774254,1235.2317539219,2.16666666666667
"223","NLA06608-0403",11.6494009495996,2.56919406833092,32236.8722161163,72359.0563398284,34.1
"224","NLA06608-0405",1.60437391379005,1.24235063682091,3157.07222348401,2628.89328765126,4
"225","NLA06608-0406",0.940757999029375,1.24389157640364,7333.80713635048,4834.92627125683,2.5
"226","NLA06608-0407",1.39320223287672,1.44958337275756,1598.03468324497,905.966404521659,3.5
"227","NLA06608-0408",3.81656098768146,1.47459822348324,8592.70946752947,5392.29156220739,9.8
"228","NLA06608-0413",1.25707188082614,1.69106741635168,3712.33291926504,2159.55328345341,3
"229","NLA06608-0414",0.366990985081787,1.41901578454113,3608.8265353691,2747.27168414128,1
"230","NLA06608-0418",0.936860815765854,1.38284794903506,3058.09281844672,2228.37425036361,2.6
"231","NLA06608-0421",2.00248124926872,1.50701908699564,7320.00456067204,4169.31480052641,5.8
"232","NLA06608-0425",1.17244015832618,1.35047245597191,24971.6030775575,14519.4071164664,3.2
"233","NLA06608-0426",2.63966552597839,1.93025030559849,3496.0599470275,2993.30670505904,7.7
"234","NLA06608-0432",1.74228507183219,1.90250574310306,90442.5020749935,76090.9542816547,5.1
"235","NLA06608-0433",22.9441105699501,2.73090824567005,277742.936768473,177619.060381292,71.5
"236","NLA06608-0435",1.7640295003048,1.70390985644593,12709.037057027,8415.5248225225,5.2
"237","NLA06608-0436",2.69304142935522,2.13279295339951,29381.88951267,123334.273097371,8.2
"238","NLA06608-0439",0.316483025738193,1.3392028682954,5468.01514125453,3368.17543622807,0.9
"239","NLA06608-0440",3.23047940677423,1.616625599258,10278.004161199,9960.40517742732,9
"240","NLA06608-0442",0.712776815984554,1.81666525068524,10024.8279153891,5292.72668456586,2.2
"241","NLA06608-0445",3.05815170040476,1.4721250691036,5943.63357473336,4612.15069486418,8.45
"242","NLA06608-0447",3.86571046173654,1.34575568220444,6907.7689809988,4761.41266013548,11.1
"243","NLA06608-0449",2.27362350790262,2.13645238827189,8625.94283938148,5889.86412812104,5.8
"244","NLA06608-0452",2.97647056909394,1.20629659833908,1927.98931277711,1581.61449098382,7.2
"245","NLA06608-0453",1.27244990054236,1.51654410148404,10857.1033863821,6369.73494060772,3.9
"246","NLA06608-0454",0.621430066092161,2.01366037511421,10948.0758641465,4236.87085448609,1.85
"247","NLA06608-0456",4.22485604345783,1.52400924816742,26821.9707796243,50319.7719876517,12.7
"248","NLA06608-0458",1.21951321996699,1.66433493244194,58877.5612069094,36047.4184061343,3.7
"249","NLA06608-0459",4.66249127865161,1.30075906833183,5871.17190223313,3838.91636548541,13.2
"250","NLA06608-0462",5.39465030759678,1.82661888331245,6321.77457118763,4814.99311474611,13
"251","NLA06608-0463",2.04289137641061,2.77414693734762,104354.783283204,48955.8034736934,5.8
"252","NLA06608-0467",8.62618155172835,1.93325187799421,16647.0346000133,20174.7415973825,24.6
"253","NLA06608-0468",6.40629546935834,1.37865988500686,4743.30418933935,3803.29417757303,13.9
"254","NLA06608-0469",4.09098472743678,1.40976498406181,4812.4049873876,3651.5476951792,11.5
"255","NLA06608-0470",4.40184380856826,1.55801069383183,3640.65388315927,3628.09890936528,11.4
"256","NLA06608-0471",2.34708756330975,1.97826836967209,18074.1550791509,15750.2700678192,7.3
"257","NLA06608-0472",3.15941769110084,1.50505775646948,9532.22033686603,5492.53016018356,8
"258","NLA06608-0473",5.10812928529717,1.9686634979078,208596.809386975,142668.03114414,15.3
"259","NLA06608-0479",1.79650825621323,1.48202419764679,7765.398089693,4717.07357065008,5.5
"260","NLA06608-0480",6.31980683011895,1.31434937007342,3811.53961900512,2860.51343264982,15.7
"261","NLA06608-0483",14.1150536962086,3.3990471775619,1212549.44703985,501630.717260227,41.6
"262","NLA06608-0484",0.468884479634231,1.4234902657552,7946.65183448827,5642.53147067555,1.2
"263","NLA06608-0488",1.21948823946256,1.41983116744652,10369.4869204459,6209.94796472746,3.05
"264","NLA06608-0489",0.924016712090344,1.33910961004813,5755.30663444692,4638.969312186,2.5
"265","NLA06608-0491",0.39889187956578,1.94617622752584,13382.7803453491,11586.1217511479,1.3
"266","NLA06608-0493",5.40170034678303,1.69425184326918,27111.742599377,19112.8930040414,15.1
"267","NLA06608-0494",8.07519551338278,1.87244825002776,21271.3762078452,14779.155031888,23.5
"268","NLA06608-0495",14.8945981033682,1.7093529761598,176422.108526729,110700.762067025,44.5
"269","NLA06608-0496",0.650315721102578,1.38663757067218,3440.22665099321,2381.03292980421,1.9
"270","NLA06608-0497",3.90922733940701,1.42791391831529,1453.28024748014,711.686072898603,9.6
"271","NLA06608-0498",1.7881404165447,1.65459108143733,13451.9890723909,8418.54478839223,5.25
"272","NLA06608-0500",7.5277951712896,1.56099619076876,46978.6865845516,30343.9408939599,22
"273","NLA06608-0501",7.68284137142927,1.42081206393101,6863.70866596594,3793.54004793739,18.9
"274","NLA06608-0502",4.19930612637435,1.24755895730603,3434.20964263539,3051.3783000066,10.7
"275","NLA06608-0503",0.680896323888502,1.30186338139402,1417.67717198821,1390.6101618321,1.55
"276","NLA06608-0508",0.181197524307789,1.08098163473193,793.254409529932,469.822689596748,0.5
"277","NLA06608-0509",4.68173098271559,1.74996359983808,16706.286032893,8929.67415677946,13.4
"278","NLA06608-0510",1.34621018266555,1.6492300041721,6411.1009399709,3001.86419800582,3.65
"279","NLA06608-0511",6.58472142737967,1.305506906814,17488.4389341982,10039.9490532962,16
"280","NLA06608-0512",1.14075036974019,1.28711199309392,4036.53747004721,2388.60371950969,3
"281","NLA06608-0514",6.80466573457414,2.25156187823174,93054.8384883832,58936.0201520519,23
"282","NLA06608-0515",1.32001130750973,1.61040522368053,3663.66194958777,3542.9720292743,3.7
"283","NLA06608-0523",1.42761825460779,2.07082158214486,11900.3372197172,24468.6051023642,4.1
"284","NLA06608-0526",1.73179731993844,1.35580026408949,2085.82142652139,1601.73823301247,4.9
"285","NLA06608-0528",4.17632112507203,1.42808851269485,5802.60935814886,4111.56820194358,10.7
"286","NLA06608-0529",2.56840841811264,2.8876427402929,138639.852318295,114416.203513,8.15
"287","NLA06608-0530",0.797906840835034,1.29041905590766,2920.57092089951,1551.6485365715,2.2
"288","NLA06608-0531",0.622227468700609,1.63970423381634,24756.7915066681,19940.016400462,1.8
"289","NLA06608-0533",2.43405603666793,1.54633930407106,14251.3342487183,8759.34342548464,6.9
"290","NLA06608-0537",2.53649186157305,1.77571604321005,12542.5969958355,6836.90197728351,7.5
